LECROYWR6051,12904,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,04-Jan-2002 05:34:17,0                 
Time,Ampl
-0.0025000052,0.00220973
-0.0024999552,0.00662919
-0.0024999052,0.00220973
-0.0024998552,0.00662919
-0.0024998052,0.00441946
-0.0024997552,0.00441946
-0.0024997052,0.00220973
-0.0024996552,0.00662919
-0.0024996052,0.00662919
-0.0024995552,0.00220973
-0.0024995052,0.00662919
-0.0024994552,0.00441946
-0.0024994052,0.00220973
-0.0024993552,0.00883892
-0.0024993052,0.00441946
-0.0024992552,0.00220973
-0.0024992052,0.00662919
-0.0024991552,0.00220973
-0.0024991052,0.00220973
-0.0024990552,0.00662919
-0.0024990052,0.00220973
-0.0024989552,0.00441946
-0.0024989052,0.00662919
-0.0024988552,0.00220973
-0.0024988052,0.00883892
-0.0024987552,0.00441946
-0.0024987052,0.00441946
-0.0024986552,0.00220973
-0.0024986052,0.00662919
-0.0024985552,0.00441946
-0.0024985052,0.00220973
-0.0024984552,0.00220973
-0.0024984052,0.00441946
-0.0024983552,0.00441946
-0.0024983052,0.00220973
-0.0024982552,0.00441946
-0.0024982052,0.00220973
-0.0024981552,0.00662919
-0.0024981052,0.00220973
-0.0024980552,-0.00220973
-0.0024980052,0.00220973
-0.0024979552,0.00441946
-0.0024979052,0.00220973
-0.0024978552,0.00441946
-0.0024978052,0.00220973
-0.0024977552,0.00220973
-0.0024977052,0
-0.0024976552,0.00220973
-0.0024976052,0.00220973
-0.0024975552,0.00441946
-0.0024975052,0
-0.0024974552,0.00220973
-0.0024974052,0.00220973
-0.0024973552,0.00441946
-0.0024973052,0.00662919
-0.0024972552,0.00441946
-0.0024972052,0
-0.0024971552,0.00441946
-0.0024971052,0.00220973
-0.0024970552,0.00220973
-0.0024970052,0.00220973
-0.0024969552,0.00220973
-0.0024969052,0
-0.0024968552,0.00441946
-0.0024968052,0.00662919
-0.0024967552,0.00220973
-0.0024967052,0
-0.0024966552,0.00220973
-0.0024966052,0
-0.0024965552,0.00441946
-0.0024965052,0.00441946
-0.0024964552,0.00220973
-0.0024964052,0.00220973
-0.0024963552,0.00441946
-0.0024963052,0
