LECROYWR6051,12904,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,04-Jan-2002 05:33:59,0                 
Time,Ampl
-0.0025000473,-0.00662919
-0.0024999973,-0.00441946
-0.0024999473,-0.0110486
-0.0024998973,-0.0110486
-0.0024998473,-0.0110486
-0.0024997973,-0.0110486
-0.0024997473,-0.00883892
-0.0024996973,-0.0110486
-0.0024996473,-0.0132584
-0.0024995973,-0.00883892
-0.0024995473,-0.0110486
-0.0024994973,-0.0132584
-0.0024994473,-0.0110486
-0.0024993973,-0.00883892
-0.0024993473,-0.0132584
-0.0024992973,-0.00883892
-0.0024992473,-0.0110486
-0.0024991973,-0.0110486
-0.0024991473,-0.00883892
-0.0024990973,-0.0110486
-0.0024990473,-0.0132584
-0.0024989973,-0.00883892
-0.0024989473,-0.00883892
-0.0024988973,-0.0132584
-0.0024988473,-0.00883892
-0.0024987973,-0.00883892
-0.0024987473,-0.0132584
-0.0024986973,-0.0110486
-0.0024986473,-0.00883892
-0.0024985973,-0.0132584
-0.0024985473,-0.0110486
-0.0024984973,-0.00883892
-0.0024984473,-0.00883892
-0.0024983973,-0.0110486
-0.0024983473,-0.00662919
-0.0024982973,-0.0154681
-0.0024982473,-0.0110486
-0.0024981973,-0.00883892
-0.0024981473,-0.0110486
-0.0024980973,-0.00883892
-0.0024980473,-0.00883892
-0.0024979973,-0.0110486
-0.0024979473,-0.0110486
-0.0024978973,-0.0132584
-0.0024978473,-0.0154681
-0.0024977973,-0.0132584
-0.0024977473,-0.0110486
-0.0024976973,-0.0132584
-0.0024976473,-0.00883892
-0.0024975973,-0.0110486
-0.0024975473,-0.0132584
-0.0024974973,-0.0154681
-0.0024974473,-0.0110486
-0.0024973973,-0.0176778
-0.0024973473,-0.0110486
-0.0024972973,-0.00883892
-0.0024972473,-0.0132584
-0.0024971973,-0.0110486
-0.0024971473,-0.0110486
-0.0024970973,-0.0132584
-0.0024970473,-0.00883892
-0.0024969973,-0.0110486
-0.0024969473,-0.0110486
-0.0024968973,-0.0110486
-0.0024968473,-0.0110486
-0.0024967973,-0.0110486
-0.0024967473,-0.00883892
-0.0024966973,-0.00883892
-0.0024966473,-0.0110486
-0.0024965973,-0.0110486
-0.0024965473,-0.0132584
-0.0024964973,-0.0110486
-0.0024964473,-0.00883892
-0.0024963973,-0.0110486
-0.0024963473,-0.0110486
-0.0024962973,-0.00883892
-0.0024962473,-0.00883892
-0.0024961973,-0.0132584
-0.0024961473,-0.0110486
-0.0024960973,-0.0132584
-0.0024960473,-0.0132584
-0.0024959973,-0.00883892
-0.0024959473,-0.00883892
-0.0024958973,-0.00883892
-0.0024958473,-0.0110486
-0.0024957973,-0.0110486
-0.0024957473,-0.0110486
-0.0024956973,-0.0132584
-0.0024956473,-0.00883892
-0.0024955973,-0.0110486
-0.0024955473,-0.0154681
-0.0024954973,-0.0110486
-0.0024954473,-0.0154681
-0.0024953973,-0.0132584
-0.0024953473,-0.0110486
-0.0024952973,-0.0132584
-0.0024952473,-0.0110486
-0.0024951973,-0.00883892
-0.0024951473,-0.0132584
-0.0024950973,-0.0132584
-0.0024950473,-0.0132584
-0.0024949973,-0.0154681
-0.0024949473,-0.0110486
-0.0024948973,-0.0154681
-0.0024948473,-0.0110486
-0.0024947973,-0.0132584
-0.0024947473,-0.00883892
-0.0024946973,-0.0110486
-0.0024946473,-0.00883892
-0.0024945973,-0.00662919
-0.0024945473,-0.0132584
-0.0024944973,-0.0110486
-0.0024944473,-0.0110486
-0.0024943973,-0.00662919
-0.0024943473,-0.0132584
-0.0024942973,-0.00662919
-0.0024942473,-0.0132584
-0.0024941973,-0.0110486
-0.0024941473,-0.00883892
-0.0024940973,-0.0110486
-0.0024940473,-0.00662919
-0.0024939973,-0.0110486
-0.0024939473,-0.0154681
-0.0024938973,-0.0110486
-0.0024938473,-0.0154681
-0.0024937973,-0.0154681
-0.0024937473,-0.0110486
-0.0024936973,-0.0132584
-0.0024936473,-0.0110486
-0.0024935973,-0.0110486
-0.0024935473,-0.00883892
-0.0024934973,-0.0132584
-0.0024934473,-0.0132584
-0.0024933973,-0.0110486
-0.0024933473,-0.0132584
-0.0024932973,-0.0132584
-0.0024932473,-0.0110486
-0.0024931973,-0.0132584
-0.0024931473,-0.0110486
-0.0024930973,-0.0110486
-0.0024930473,-0.0132584
-0.0024929973,-0.0154681
-0.0024929473,-0.00883892
-0.0024928973,-0.0132584
-0.0024928473,-0.0110486
-0.0024927973,-0.0110486
-0.0024927473,-0.0154681
-0.0024926973,-0.0110486
-0.0024926473,-0.0110486
-0.0024925973,-0.0110486
-0.0024925473,-0.0132584
-0.0024924973,-0.0110486
-0.0024924473,-0.0132584
-0.0024923973,-0.0154681
-0.0024923473,-0.0110486
-0.0024922973,-0.0154681
-0.0024922473,-0.0110486
-0.0024921973,-0.0132584
-0.0024921473,-0.0132584
-0.0024920973,-0.0132584
-0.0024920473,-0.0132584
